spkitemid,r1,r2,acc,pron,flu,rhy
b3wfo8f7ly-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,4,0.4078565409,0.3761435497,-0.306312884,0.4625124096
b3wfo8f7ly-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,4,3,0.2037814179,-0.357657343,0.3705060114,0.4272142276
b3wfo8f7ly-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,3,3,-0.937769185,-1.297036789,-0.542907213,0.7508408899
b3wfo8f7ly-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,2,-0.465966744,0.1445270346,-0.007195674,0.7930442007
b3wfo8f7ly-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,3,-0.042304559,0.1945196257,-0.050916508,1.6500440109
b3wfo8f7ly-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,4,4,1.8458129052,-0.250514541,2.6704277454,-1.566621476
b3zk31kccs-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,2,2,-1.467029113,-2.572852333,-0.688397029,0.7273637772
b3zk31kccs-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,2,0.4518171446,-0.408067262,0.3507399169,-0.553550648
b3zk31kccs-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,3,3,-0.569187935,-0.554847752,-1.189980091,-1.617539735
b3zk31kccs-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,2,-1.031756411,-1.380398374,0.128841118,1.3186795744
b3zk31kccs-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,3,-0.410869487,-0.812299586,-0.173278594,-0.192515075
b4wxpxuftu-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,2,2,-2.349864439,-2.008329648,-0.986781555,-3.399690215
b4wxpxuftu-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,2,2,-2.313802153,-2.224833426,-0.368403136,-2.519826578
b4wxpxuftu-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,2,2,-3.024234878,-2.749443539,-1.538279245,-3.505525428
b4wxpxuftu-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,2,2,-2.743810774,-2.495297124,-2.663947003,-4.48538777
b4wxpxuftu-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,2,2,-3.282495209,-3.351161041,-1.137685605,-3.136328205
b4wxpxuftu-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,3,3,-2.818626752,-4.145757413,-1.944406196,-0.650553032
b9yv3fbdtv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,4,0.6335913681,0.2667211004,0.0465600466,-0.592194007
b9yv3fbdtv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,3,0.3828163005,0.4065522886,0.5909943772,0.6978188689
b9yv3fbdtv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,4,0.854044256,0.1677022055,0.8034172725,1.4539456322
b9yv3fbdtv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,4,1.101843608,0.1337140013,1.0625487054,0.0975967952
b9yv3fbdtv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,4,0.2815440383,0.1161894972,-0.753026769,-0.569257465
b9yv3fbdtv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,3,3,-0.064384384,-0.142450284,-0.659538746,-0.485994777
baeokgh9jq-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,4,4,0.4886302628,0.6490368354,0.4291003704,0.4752106411
baeokgh9jq-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,3,0.1802876901,0.475424288,-0.733619438,0.774268403
baeokgh9jq-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,4,0.8647860368,0.4651602727,0.6506438536,1.5618760632
baeokgh9jq-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,3,0.5468797904,0.4682023846,0.4079863471,0.5249174926
baeokgh9jq-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,3,0.1742309548,0.5285594416,-0.615287319,0.7325319374
baeokgh9jq-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.9332700567,0.5211239395,-0.404367952,1.5731528249
bdghdhcjvj-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,3,0.4576242134,-0.002898653,-0.273305586,0.1053138315
bdghdhcjvj-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,4,3,0.6777148979,0.0902340906,0.6895106508,0.1870954601
bdghdhcjvj-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,4,3,0.1820682181,-0.20222604,0.2533364371,1.2208715569
bdghdhcjvj-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,3,-0.621896638,0.4168212899,-0.224771436,-0.208854721
bdghdhcjvj-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,4,3,-0.400876689,-0.016409424,0.1236247302,-0.441364401
bdghdhcjvj-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,3,4,0.9002613198,0.0996835456,1.2560929518,-0.816315084
beyno5lqgv-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,3,3,-1.556492757,-1.518777261,-1.567816962,-0.782255511
beyno5lqgv-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,2,-0.718792229,-0.12843486,-2.556043717,-0.654108157
beyno5lqgv-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,2,3,-0.453302122,-0.663947246,-0.85369054,-0.69276567
beyno5lqgv-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,3,-0.32797304,-0.246830392,-0.868898139,-1.337541762
beyno5lqgv-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,3,-1.19233033,-0.769331746,-1.238748293,-0.07753401
beyno5lqgv-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,3,,-0.930515646,-0.553331159,0.3709806305,0.4420024207
bm1n8u7r71-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,1,3,-2.313689406,-2.156921022,-3.014417587,-3.202321048
bm1n8u7r71-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,2,1,-2.234319387,-1.321230636,-1.109976212,-1.878417432
bm1n8u7r71-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,2,2,-1.798617432,-0.895697528,-0.501194888,-2.183491666
bm1n8u7r71-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,2,1,-2.369649217,-1.753968933,-1.887626266,-2.06341128
bm1n8u7r71-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,2,1,-1.885278377,-0.301667394,-1.116971705,-1.99536208
bm1n8u7r71-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,2,3,-0.861417938,-0.527232212,-0.50969321,-4.378211419
bm2p5a8by6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,4,4,0.8521707794,1.2900300395,1.2313649737,0.215101067
bm2p5a8by6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,4,0.4480188664,1.0712930312,1.0874049077,0.9872738005
bm2p5a8by6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,4,1.2866850946,1.5274933494,1.7102239424,0.4061642978
bm2p5a8by6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,4,1.417012205,1.4248079412,1.6777561778,-0.618935082
bm2p5a8by6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,4,1.2383406464,1.0739792455,-1.463700708,1.4669982198
bm2p5a8by6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.640025811,1.0044186886,1.0751719101,-0.268249172
bnd9x15koi-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,3,3,-2.178729437,-2.003799874,0.9434870437,-0.177796032
bnd9x15koi-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,4,-2.488650711,-2.605116696,0.361842771,-0.508286484
bnd9x15koi-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,3,4,-2.368166347,-3.451759767,0.1654350327,0.4809008346
bnd9x15koi-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,2,3,-2.564000945,-2.153939832,-1.136508923,0.9798544933
bnd9x15koi-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,4,4,-3.287841175,-2.897967448,0.382906892,-0.370445038
bnd9x15koi-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,4,,-3.208352538,-4.314823478,-1.349232808,4.254584129
bp1luu70xg-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,4,0.3411363474,0.3534652516,0.9854671128,2.0290326632
bp1luu70xg-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,4,4,0.0406751387,0.0620818423,-0.862725312,-0.139255069
bp1luu70xg-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,4,4,0.7419742552,0.1831169854,0.528236758,0.8723925978
bp1luu70xg-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,4,4,0.643615817,1.2235007478,1.3368578824,1.5898214588
bp1luu70xg-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,4,4,0.1401840374,0.7675685775,0.5026722648,0.6870558017
bp1luu70xg-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,4,4,0.7365390304,0.613566477,0.8424355009,-0.642980822
bp3niwusk0-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,3,3,0.3478274288,-0.017960536,-0.657778723,0.5183585561
bp3niwusk0-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,4,0.7623052545,0.1765444682,0.2029295609,0.0235743903
bp3niwusk0-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,4,4,0.610041904,0.1252334243,0.6020172858,-0.26820259
bp3niwusk0-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,4,4,0.3691452281,0.7284696354,-0.092531575,-0.229822596
bp3niwusk0-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,3,0.2435220711,0.5828854243,0.2050068453,-0.06927649
bp3niwusk0-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,4,4,1.3217043768,-0.034970653,-0.017884049,-0.346471699
bqmp6amdwv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,-0.234499393,0.0738520011,-0.684879515,-0.834772511
bqmp6amdwv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,3,0.3236500635,-0.202004985,0.0650808002,-0.279362145
bqmp6amdwv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,2,-0.136883496,0.1375525157,-1.918433419,0.8422368365
bqmp6amdwv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,2,-0.211067984,-0.581934063,-0.000155207,0.5838344412
bqmp6amdwv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,-0.121295539,0.0429071676,-1.483563601,0.2875188339
bqmp6amdwv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.5140058043,0.5899714762,1.0606804568,-0.014742409
bt48ymgros-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,4,2,-0.586917293,-1.308523982,-0.932280716,1.425540839
bt48ymgros-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,3,-1.185296943,-0.831152322,-0.338609218,0.176888585
bt48ymgros-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,2,-1.040364708,-0.835817608,-2.195272799,-0.315557767
bt48ymgros-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,3,-1.389562929,-2.37401509,0.0722561483,-0.69223838
bt48ymgros-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,-0.448058979,-0.438949009,0.5274992435,-0.882135994
bt48ymgros-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,3,3,-0.367021725,-0.506962214,-0.635360494,-0.514235639
bt9t34pw4w-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,-0.17620292,0.0256957881,0.2605708229,-0.237570242
bt9t34pw4w-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,2,-1.396686441,-0.569057672,-1.747345916,-0.329301489
bt9t34pw4w-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,2,3,-0.123210554,-0.242505666,-1.062808584,0.7206593356
bt9t34pw4w-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,2,2,-0.410306871,-0.061102008,-0.839440417,-0.57652436
bt9t34pw4w-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,2,-0.338552478,-0.431100155,-1.382974938,-1.227591338
bt9t34pw4w-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,2,2,-1.857469405,-0.671027629,0.8951149915,-1.412217201
bv6ed33a46-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,4,3,0.5678945804,0.2093896778,0.1625491023,-0.016198484
bv6ed33a46-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,4,0.0114903451,0.5261623553,-1.732608256,0.4312088807
bv6ed33a46-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,3,0.292068293,0.2521187896,0.753533428,0.0348195344
bv6ed33a46-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,4,1.2227167151,0.5930176599,0.6733723693,-0.40665085
bv6ed33a46-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,0.5524926783,0.4204340663,0.2865065489,1.0244296904
bv6ed33a46-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.4257258487,-0.331415782,0.5543465666,-0.397361111
bvhyu6cuw7-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,4,4,-0.015784989,-0.696169554,0.011842725,0.4576088326
bvhyu6cuw7-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,4,-0.118260644,0.2035781202,0.6139718421,0.1357315323
bvhyu6cuw7-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,4,0.3177762944,-0.491637216,0.424487265,0.4359355842
bvhyu6cuw7-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,4,0.4102047563,-0.836028819,-0.483208734,-0.466814256
bvhyu6cuw7-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,4,0.9580888767,0.6268426647,-0.015081979,0.9264221974
bvhyu6cuw7-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,3,3,-0.313880118,-1.540075399,1.9881683895,1.5115011643
bvo3921fh1-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,3,-1.013088927,-0.731171368,-1.944083357,0.1754587021
bvo3921fh1-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,4,4,0.1054265785,-0.20102076,1.4634436017,0.6974092107
bvo3921fh1-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,2,4,-2.033371656,-0.560972643,0.6696631468,0.2525457565
bzm3samtpu-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,-0.259856322,-0.560564789,-1.306988223,0.0721797793
bzm3samtpu-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,3,-0.807424865,0.5518990305,1.0696242388,0.5044990174
bzm3samtpu-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,4,0.0035613594,-0.24020836,0.1178821437,-1.47180394
bzm3samtpu-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,3,-0.014044464,-0.005457633,0.1559815033,0.1623083952
bzm3samtpu-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,2,0.0081760114,-0.357207716,0.7580071706,0.9801692248
bzm3samtpu-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,3,4,-0.440367255,-0.092343065,1.1336203622,-0.62637723
bzt38u6igz-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,2,,-3.356350468,-3.387591257,-2.472344277,-1.5405629
bzt38u6igz-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,2,,-3.236777501,-4.00213829,-0.244502579,-1.215464226
bzt38u6igz-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,2,-3.034003117,-2.595500533,-1.828390344,-2.066619477
bzt38u6igz-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,2,2,-1.541677028,-2.802727863,-1.534624327,-0.868328706
bzt38u6igz-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,-1.43309013,-3.785844332,0.1443939887,-0.835353805
bzt38u6igz-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,3,-3.740523124,-3.390602878,1.2379787037,3.7857536663
c1mim8bhnx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,-2.00176659,-2.128155143,0.3805906194,-0.966273331
c1mim8bhnx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,3,-1.216671256,-0.580739985,0.552255122,0.2845465651
c1mim8bhnx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,4,-1.093026768,-1.502749421,-1.623445204,0.5739944975
c1mim8bhnx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,3,-2.81170227,-2.957201735,-0.526094389,-1.847601682
c1mim8bhnx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,4,-0.18083324,0.1491772472,-0.125978609,-0.352098072
c1mim8bhnx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,3,4,-0.877946296,-1.61626212,-2.70832639,-0.808953087
c6ab4gokfa-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,0.5989126483,0.5536643296,-1.051010469,-0.282652589
c6ab4gokfa-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,4,-0.260997238,0.282462397,-1.119673186,1.6196303441
c6ab4gokfa-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,3,0.0594059936,0.4063057852,-1.263324634,-0.592860118
c6ab4gokfa-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,4,1.1366253039,0.5280020066,0.7289793987,-0.685032844
c6ab4gokfa-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,3,0.6082246578,0.391499496,0.4600268523,0.1201364559
c6ab4gokfa-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.8896340295,0.3387564757,-0.593360069,-2.162629172
c81pcwb9e6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,2,3,0.3634900144,0.0891945817,0.0705597987,-0.491026221
c81pcwb9e6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,3,0.1179687201,0.4181574424,0.3882102534,-1.097160396
c81pcwb9e6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,2,4,0.6292836058,0.3482400651,-0.382276853,0.4063630116
c81pcwb9e6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,2,2,0.402081648,0.1810358426,-0.283794139,0.1467318363
c81pcwb9e6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,0.1393721325,0.4991294939,-2.021276938,0.176949
c81pcwb9e6-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,3,0.4847681585,-0.391659334,-1.069859637,-2.535098295
c8cwq3xt1o-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,-0.282460949,-0.167737813,-0.178260646,-0.217583544
c8cwq3xt1o-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,3,-0.491560736,-0.035935486,-0.525826854,1.1551072613
c8cwq3xt1o-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,4,-0.196695319,-0.443736309,-1.381194331,1.1488069012
c8cwq3xt1o-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,2,0.245014886,-0.225144631,-0.390763556,-0.851635438
c8cwq3xt1o-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,0.1906913637,0.0625155677,-0.391727879,1.1431217566
c8cwq3xt1o-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,3,3,-0.446205671,-0.791079346,-1.495402493,-1.573733931
cchm49p8fr-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,4,4,1.1783330209,0.4612358242,0.4860264916,0.654771352
cchm49p8fr-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,4,-0.301837987,0.1939842667,0.6365079584,0.0606706317
cchm49p8fr-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,4,0.8055670636,0.5266857368,1.0285302239,-0.271696088
cchm49p8fr-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,4,1.3437441094,0.7638882388,1.1556152221,0.0801425645
cchm49p8fr-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,4,0.7202804508,0.1768515871,0.7980057506,0.2181415506
cdj2ra3p2l-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,2,4,-0.895373605,-0.247274635,0.0538188606,0.2154835088
cdj2ra3p2l-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,3,-0.951004065,-0.467301388,0.2984991105,-1.022236193
cdj2ra3p2l-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,2,3,-1.041382251,-1.126997265,0.305360254,0.1617564056
cdj2ra3p2l-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,3,-0.838266436,0.4521996617,-1.310306386,0.1539074453
cdj2ra3p2l-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,4,4,-0.742827714,0.1397658325,0.3107174174,0.379127631
cdkfrb0t6a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,3,4,0.2428513547,0.0991591745,0.1909583233,-1.196217599
cdkfrb0t6a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,3,0.7488135883,0.3173080677,0.3951902958,-1.104305981
cdkfrb0t6a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,4,3,0.167212595,-0.366260072,0.5220821208,-0.899956523
cdkfrb0t6a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,3,-0.136765438,0.232392732,-0.604233382,-0.398899287
cdkfrb0t6a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,3,0.1054477889,0.8107948584,0.4784920022,-0.355872133
cdkfrb0t6a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,3,4,-0.074412856,-0.794754437,0.1585912293,0.2583927925
cdl3q559db-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,3,-2.74088811,-3.481894473,-3.673371561,-0.857205637
cdl3q559db-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,4,-1.775826166,-2.001628123,0.1544107617,0.3421557712
cdl3q559db-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,3,2,-3.365876397,-4.551884209,-0.609241925,-1.422381721
cdl3q559db-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,4,4,-3.58801955,-3.663020794,-1.009299216,-0.815687852
cdl3q559db-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,4,3,-2.928153401,-4.058339599,-0.783399588,-1.29808264
cdl3q559db-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,3,4,-1.731812783,-1.436748519,-0.128838429,-1.388375228
cg2v3j6xwm-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,4,4,0.8048014892,0.7202659918,0.6693034055,-0.858260334
cg2v3j6xwm-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,4,0.4086265308,0.416360172,0.3755318388,-0.100953896
cg2v3j6xwm-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,4,0.4001665375,0.4012844692,0.8024701322,0.5879567459
cg2v3j6xwm-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,3,0.5074709928,0.4329772947,0.799427407,0.3268140411
cg2v3j6xwm-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,3,-0.644371202,-0.098107564,-1.651603972,-0.038049662
cg2v3j6xwm-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.5353079857,0.1443861682,0.5721331342,-0.016875814
