spkitemid,r1,r2,acc,pron,flu,rhy
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,3,3,-0.333844304,1.0966758866,-0.569070634,-0.578667906
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,4,5,1.3272183914,0.8207968487,-0.290921823,0.9963866112
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,4,3,-0.179234081,0.7524517555,-0.697394883,-0.095101984
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,5,4,0.0226138707,1.5184369184,-1.830386128,0.4551073028
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,5,5,-0.661754038,1.328705046,0.4101600549,-0.407064362
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,5,5,1.3272183914,1.0043412674,0.0733339558,0.5065222917
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,5,5,1.3272183914,1.0635612148,1.8424879867,0.0912548077
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,5,5,1.3272183914,0.8413534152,0.9202751826,0.4215277916
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,4,4,1.3272183914,0.6397489423,0.5496686239,0.3188498752
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,5,1.3272183914,0.9097877852,1.452221578,1.1268358787
9b4g5wlpkn-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,4,3,0.4130696239,0.4741044086,0.1077785084,1.1409586581
9c633s7nqr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,3,,-1.512387042,1.0326887482,-1.184710643,-0.368212726
9c633s7nqr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_13,3,,0.2976624239,1.6950836045,1.3033199462,-0.577206969
9c633s7nqr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,1,2,-0.333844304,1.6646806845,-0.403597379,0.0792716619
9c633s7nqr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_11,2,,-1.512387042,-0.919747849,2.7103112661,-0.473914778
9c633s7nqr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,1,1,-1.512387042,0.7423713444,1.7649555699,1.0003880093
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,4,4,0.5051338281,0.7398858791,1.1953876188,0.6648806458
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,3,3,0.2976624239,0.600032196,0.4853249088,0.5162776977
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,4,,0.6957116634,0.5713786506,0.1737278347,1.5983416945
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,3,3,-0.133966386,0.6486282673,0.0522523221,0.7619938533
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,3,4,-0.099684306,0.168788178,0.5556155743,1.4975427463
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,4,3,0.844698434,0.9483579009,0.3014952399,0.2239392133
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,4,,0.4130696239,0.9425435405,1.3437516661,1.1893602746
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,3,,0.5803044633,-0.035361508,-0.054925271,1.2414710355
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,5,5,1.3272183914,0.5718318671,1.5513227767,0.8494453352
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,4,4,0.5051338281,0.1191438679,0.5541252443,0.8652944527
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,4,4,0.6957116634,-0.066604717,0.2680414597,0.0545082847
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,5,-0.133966386,-0.394315403,0.4746289157,0.8626673513
9c9rmyidh6-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,5,5,0.4130696239,-0.719589071,-0.095441331,0.9896137925
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,2,2,-0.934432511,-0.159537599,-0.957552584,-2.002230641
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,1,0,-1.512387042,0.3017466786,-0.701574074,-1.19496212
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,2,2,-1.155928867,-0.779443307,-0.718435569,-1.522808774
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,2,2,-1.048115154,0.5315259465,-0.748725459,-0.993639242
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,1,2,-1.029867085,-1.30670929,-0.818422664,-0.048640693
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,2,2,-1.512387042,0.2798550898,0.2597031497,-0.472774974
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,3,2,-0.765473114,-0.094455825,-1.237246475,-0.945014965
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,3,2,0.0226138707,0.4655029211,-0.847444361,-0.456667307
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,2,3,0.0226138707,0.0014277398,-0.219581479,-0.584062469
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,4,4,0.5803044633,0.1967628094,-0.332749657,0.5026850299
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,2,1,-0.333844304,0.4339301731,0.5959400335,-1.141188095
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,4,4,0.1486756532,-0.106148039,-0.45258932,0.123711194
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,4,4,0.6957116634,0.3058875495,0.4894735334,0.099052798
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,3,4,-0.524422139,-0.003824701,0.0380377924,0.5503502824
9e8q36pfqq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,5,5,-0.333844304,-0.235370765,-0.165650906,0.8313837028
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_13,3,3,-0.333844304,0.8343915335,0.4500661513,0.5800714434
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,4,3,-0.051202265,0.7468915303,-3.112332475,-0.436723583
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_11,3,3,-0.706526994,0.8358825682,-0.423226857,0.5575909175
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,3,3,-0.501079144,0.229522737,-0.146525643,0.1389946367
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_10,4,4,0.1486756532,0.6819748426,1.1140268802,0.3294736526
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_09,3,3,-0.456142481,1.123292122,-1.277106995,-0.400473763
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_08,4,4,0.1486756532,0.2780721555,-0.768079504,-0.111131368
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,4,4,-0.333844304,1.010808231,-1.888306688,-0.267696337
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_06,4,4,0.6957116634,0.7597023978,0.8797475527,0.8505510025
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_05,4,4,0.8955895813,0.3692064949,-0.538316075,1.2061859083
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,5,5,1.3272183914,0.7706165771,0.4396200821,0.8318910915
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_03,5,5,1.3272183914,1.2173376394,0.6696183218,1.4226206074
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,4,4,0.2976624239,-0.194074828,-0.174893393,-0.062580883
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_01,5,5,1.3272183914,0.3782737068,1.3566200711,1.1931660161
9hguwc18sr-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_00,5,5,1.3272183914,-0.247507608,-0.370581424,0.6078755217
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,2,3,-0.934432511,-0.450859301,-1.960495898,-0.034753017
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,2,2,-0.765473114,-1.63158573,0.7981701808,-0.995621454
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,3,3,-0.880880314,-1.254963073,-0.730243952,-0.924400261
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,2,2,-1.512387042,-0.049375893,-2.609713797,0.4701195882
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,4,3,-0.333844304,-0.338110324,-0.470636702,0.0293089658
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,2,3,-0.099684306,-1.566154165,-1.918082896,0.0922506719
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,3,2,-1.029867085,-0.20989571,-0.499520472,0.9015043243
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,1,2,-1.760747002,-1.077185799,-0.553193807,-0.612745116
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,2,3,-0.965351032,-1.873374197,-0.761509003,-0.825860064
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,2,2,-1.512387042,-0.416402632,-0.784262498,0.1882486226
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,2,2,-0.051202265,-0.126082214,-1.152673246,0.5932344958
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,3,4,0.8955895813,0.1743688463,0.6764265786,0.3464041523
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,4,4,0.6957116634,-0.513483661,-0.719797077,0.329735609
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,4,4,0.2976624239,-0.717180866,-0.151193621,0.1556274726
9ik35jhiij-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,5,5,0.4130696239,-0.74885085,-0.225063522,1.7213982556
9m821to880-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,3,,-0.159490984,1.3429598925,1.0898259674,-1.401147687
9m821to880-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,2,2,-1.080758232,0.8938867425,-0.764496193,-1.66517191
9m821to880-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_08,4,,0.1486756532,1.4388896605,1.695159033,1.3814432801
9m821to880-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,4,4,-1.512387042,1.3054770768,-0.903345316,0.5419189002
9m821to880-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,2,,-1.512387042,-0.603492939,2.0838537499,-0.399288827
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,5,4,1.3272183914,1.0258417501,0.7020927406,-0.448613108
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_13,3,3,-0.524422139,0.6748609039,-0.827927159,-0.187623827
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,5,5,1.3272183914,0.7263377095,0.302065051,0.4640378833
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_11,3,3,-0.133966386,0.0869635861,-1.542213105,-1.117005563
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_10,3,3,0.3588081064,0.4225117424,2.5174031463,0.1874690076
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_09,5,5,1.3272183914,1.1598303947,1.4455903797,0.2623373215
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_08,5,5,0.5051338281,0.9957200329,0.4648699846,-0.002770312
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,5,5,0.9367626382,0.729013561,0.4176577318,0.2014779981
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_06,5,5,1.3272183914,0.8738437647,2.3582081299,-0.343420735
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_05,4,4,0.8955895813,0.4912279843,-0.010575245,0.4475431825
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,5,5,1.3272183914,0.525062194,0.7250395661,-0.361661498
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_03,5,5,1.3272183914,0.524742916,0.0816687653,0.6278395639
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,5,5,1.3272183914,0.4506455425,1.1772736816,1.3498787001
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_01,5,5,1.3272183914,0.1692437983,1.0762684964,-0.432926659
9q6vky7ray-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_00,5,,1.3272183914,-0.556002794,-0.1883011,-0.700536124
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,3,4,0.0422622761,0.4039918045,0.3105168507,-1.095542949
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,3,3,-0.179234081,0.2098752154,-0.459855607,-0.810810621
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,2,2,-0.880880314,-0.902481893,-0.697059784,-2.370304716
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,4,3,0.9993086573,1.2147444514,-0.093805367,0.2088412335
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,3,4,-0.333844304,1.0452649546,-0.322071528,-0.615377945
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,3,3,-0.333844304,1.1462835335,1.5492380048,-0.234793782
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,2,3,-0.482831075,0.9934850751,-0.103751294,-0.082378281
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,5,5,1.3272183914,1.2357937139,0.4292199265,0.5324861615
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,4,4,0.844698434,1.1338344794,1.0257860846,-0.231393772
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,5,5,1.3272183914,0.4341287393,-0.174822645,-0.220912816
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,5,5,1.3272183914,0.8609873414,1.7428145531,-0.075630272
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,5,5,1.3272183914,0.8860592977,0.9117392938,-0.021001271
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,5,5,1.3272183914,0.5372574395,0.6046182145,0.5532023403
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,5,1.3272183914,0.9602266386,1.5580617697,0.6080093546
9s0ammjrpx-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,5,5,0.4130696239,0.39717138,0.2518391373,1.5494299354
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,2,3,0.2523947293,0.6992459594,-0.233831291,-1.241533417
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_11,2,1,-0.706526994,0.6570117489,-3.519227813,0.2054209179
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_10,1,1,-1.080758232,-1.146374091,0.7834109615,-2.048977603
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,2,3,-0.965351032,0.1559131001,-0.371658127,-0.512325716
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_09,2,2,-0.456142481,0.6457796872,-0.381907124,-1.195249149
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_08,4,4,-1.029867085,0.5153714464,-0.049855484,-0.351359352
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,3,2,-1.512387042,0.6093099173,0.8497697402,0.0128372056
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_06,4,4,-0.765473114,0.6219816582,0.6480631173,0.3150453525
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_05,5,5,1.3272183914,0.8657982709,1.0664832154,1.0481337007
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,5,4,1.3272183914,0.3188927736,0.5616012584,0.5773433045
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_03,5,3,0.1486756532,0.0544974975,1.5129817287,0.3674427393
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,5,5,1.3272183914,0.4347481627,0.941284394,0.727414543
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_01,4,4,0.6957116634,0.2782546638,1.2334852799,1.3367936047
9stabgjjrf-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_00,5,5,1.3272183914,0.2721239922,-0.1883011,0.819115414
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,1,2,-1.109109104,-1.700150721,-0.701713787,-1.516455527
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_13,2,2,-0.524422139,0.2982831797,-0.859859082,-1.173726136
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,3,3,-0.051202265,0.1318175032,-0.411116771,-0.041020033
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_11,1,1,-1.208790048,-0.45352802,-1.256492234,-1.331853694
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_10,2,2,-0.423884955,0.5185621558,0.5446018684,0.5045104082
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_09,3,3,-0.690302479,0.4115356064,-0.665550985,-0.260385581
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_08,2,3,-0.765473114,0.0636866965,-0.555746095,-1.757582879
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,3,3,-0.051202265,-0.105572824,-1.951709567,-2.023702544
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_06,4,4,0.1486756532,0.6672569793,-0.672261372,-1.155602716
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_05,4,4,0.8955895813,0.4762784825,-0.307349087,-0.156248815
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,4,4,1.3272183914,0.8860124831,-0.08364417,0.2851317321
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_03,5,5,1.3272183914,0.7726675786,0.1995223721,0.9905897563
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,5,5,1.3272183914,0.5952204301,1.0107615011,0.4850038916
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_01,5,5,1.3272183914,0.3636681961,1.1681484269,1.2677464708
9todbrj70r-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_00,5,5,1.3272183914,0.0331518288,-0.3363182,0.8567352489
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,2,2,-0.40509279,0.4034446279,1.0102723739,-1.235381872
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,3,3,-0.899802679,0.4913200423,0.9917595554,-0.768198732
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,2,1,-1.208790048,0.4467833379,0.2339953157,-0.116871845
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,3,4,-0.765473114,0.791659671,0.1324351842,0.0442449089
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,1,2,-0.880880314,0.5623371441,-0.611629071,-0.797587842
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,2,3,-0.765473114,0.3926791297,0.5170722642,0.5761497007
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,2,2,-1.278227044,-0.319610505,-0.97837645,1.2984739414
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,3,2,-0.965351032,0.3301391937,-0.817082175,1.0522648415
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,4,4,0.844698434,0.7947027902,0.4528226933,0.3846281043
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,5,4,1.3272183914,0.3073007705,-0.233871204,1.5263456063
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,3,4,0.9367626382,0.2743367802,0.5090416592,-0.839614858
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,4,4,0.1486756532,0.6896905852,0.438322055,0.5330796199
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,5,5,1.3272183914,0.1340316439,0.2644114375,0.3702740406
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,5,1.3272183914,-0.015484027,1.652418826,-0.040533759
9tzfrjesx5-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,4,3,-0.965351032,0.5882795975,0.2980850198,1.1746322024
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,3,3,-0.40509279,0.5803413284,-0.378609812,-0.546569495
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,5,4,0.2976624239,0.4067147298,-0.341265228,-0.151604126
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,3,4,0.6957116634,-0.038678078,-0.79724843,-0.033860801
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,4,4,0.531822422,0.971422656,0.6645103353,-0.548479629
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,3,3,-0.555340661,0.0907730051,0.498096631,-0.618591529
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,3,3,-0.179234081,0.0258891523,-0.95394129,-0.392502887
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,5,5,1.3272183914,0.7296266257,0.1762594907,0.612826009
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,5,5,1.3272183914,0.6755664753,0.6022628919,0.7071823823
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,4,4,-0.626589147,0.9664151484,-0.016988247,0.2131199269
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,5,5,1.3272183914,0.2804897506,-1.412101515,0.1626811173
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,5,5,1.3272183914,0.6247144775,1.6038545956,-0.31759389
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,5,5,1.3272183914,0.4356223541,0.7250395555,1.0626017474
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,5,4,1.3272183914,-0.213236402,0.2771915633,1.7432989876
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,5,1.3272183914,0.5862688274,1.1500995606,1.4040718645
a263kohs9e-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,5,5,0.4130696239,0.1803542657,0.2333593432,1.5298321017
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,4,3,-0.501079144,0.4259977798,0.4090513786,-0.11103671
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_13,3,3,0.531822422,0.3490688909,0.6254199068,0.1872267767
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,5,5,1.3272183914,0.4397663948,-0.596744001,1.1158644757
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_11,3,2,-0.524422139,0.3345607303,-1.39458637,1.2331684711
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_10,3,3,-0.423884955,0.5510087869,2.1106061632,0.5940354627
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_09,4,4,0.9707602165,0.7225719523,0.4587621251,0.2879334763
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_08,4,4,0.5051338281,0.729560613,0.6710203211,1.0451358611
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,2,3,-0.333844304,0.3503110204,-0.113919693,0.0915373571
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_06,5,5,0.9993086573,1.1611919978,2.2470166923,0.2135031558
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_05,4,4,0.1486756532,0.6834006913,0.8643209918,1.2815760217
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,5,5,1.3272183914,0.8234370196,0.1783393031,1.1711818817
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_03,5,5,1.3272183914,0.9629524468,0.2120571396,1.2672822434
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,5,4,1.3272183914,0.8590882306,1.5041369078,2.0011282805
a3ouwm19ow-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_00,3,,1.3272183914,0.1291878853,-0.036701687,1.4720424852
a40gx8bbke-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,3,3,-1.109109104,0.1631375606,-0.644283887,-1.697538822
a40gx8bbke-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_13,4,3,-0.524422139,0.5843817613,-0.319551748,-0.264933194
a40gx8bbke-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,3,4,0.2523947293,0.6669140728,-0.151638034,0.1785071121
